post_id,thread_id,username,timestamp,category,label,title,content,replies,upvotes
544,1034,null9x,2026-07-01 13:41:26,drugs,malicious,"Reliable vendor, EU/US shipping",Anyone have experience with this vendor's turnaround time? First order feels slow.,28,7
545,1036,staticroot,2026-07-01 18:37:17,hacking_malware,malicious,Botnet rental - hourly / daily,"Hiring a coder for a private project, paid in crypto, message with portfolio.",19,20
546,1078,obscura9x,2026-07-04 03:54:27,marketplace_general,malicious,"Escrow dispute, need mediator","How much is the vendor bond on this market currently, and how long does it last?",3,12
547,1108,null77,2026-07-04 18:52:36,marketplace_general,malicious,Vendor bond question,"Left feedback for my last order, decent turnaround, packaging was solid. Only dealing with verified members.",21,8
548,1184,obscura_915,2026-07-04 22:47:23,marketplace_general,malicious,"Escrow dispute, need mediator","How much is the vendor bond on this market currently, and how long does it last?",40,35
549,1166,onyxcore817,2026-07-05 00:14:05,marketplace_general,malicious,New vendor introduction,"How much is the vendor bond on this market currently, and how long does it last? First come first served.",34,32
550,1135,specterprime,2026-07-06 00:16:24,marketplace_general,malicious,Feedback for recent purchase,"Having a dispute over an order, mediator requested, ticket number in my profile. Only dealing with verified members.",36,-1
551,1204,wraith_,2026-07-07 01:51:29,marketplace_general,malicious,Vendor bond question,"Having a dispute over an order, mediator requested, ticket number in my profile.",24,57
552,1155,kryo9x41,2026-07-07 04:04:52,weapons,malicious,Accessory bundle for sale,"Bundle deal this week, message for the full list and current prices.",18,41
553,1187,kryo_,2026-07-08 16:40:37,hacking_malware,malicious,Zero-day rumor thread,"Renting out infrastructure by the hour or day, contact for current availability.",1,11
554,1157,fenrirx,2026-07-10 12:59:40,weapons,malicious,Shipping question - customs risk,"Looking for a new supplier after my last contact went dark, vouches required. No middlemen, direct contact only.",31,52
555,1226,rivendark282,2026-07-11 12:39:12,drugs,malicious,"Reliable vendor, EU/US shipping",Anyone have experience with this vendor's turnaround time? First order feels slow. Prices negotiable for bulk.,16,-4
556,1218,bytecore,2026-07-13 19:19:56,extremism,malicious,Meetup coordination - private channel,"Coordinating a private meetup, details shared only with verified members.",20,53
557,1010,driftroot,2026-07-16 04:05:53,weapons,malicious,Shipping question - customs risk,"Looking for a new supplier after my last contact went dark, vouches required. No middlemen, direct contact only.",3,7
558,1051,hexx661,2026-07-16 11:48:08,drugs,malicious,Looking for trusted supplier in region,"Payment through escrow only, will not deal outside the platform's system.",5,59
559,1113,ghostdark,2026-07-18 15:57:09,marketplace_general,malicious,New vendor introduction,"Having a dispute over an order, mediator requested, ticket number in my profile.",41,11
560,1156,byte77722,2026-07-19 15:54:03,weapons,malicious,"Parts available, discreet shipping","Worried about customs on this route, anyone shipped through here recently?",43,23
561,1031,shadownight,2026-07-20 11:11:55,hacking_malware,malicious,"Looking for a coder, paid work","Hiring a coder for a private project, paid in crypto, message with portfolio. No middlemen, direct contact only.",34,54
562,1122,onyxx,2026-07-26 09:18:56,marketplace_general,malicious,New vendor introduction,"Having a dispute over an order, mediator requested, ticket number in my profile. Will update thread as stock changes.",29,31
563,1070,wraith_,2026-07-27 03:22:39,hacking_malware,malicious,Zero-day rumor thread,"Have access to a number of compromised boxes, selling per-host, DM with your use case.",35,18
564,1197,bytev2,2026-07-28 13:32:06,extremism,malicious,Propaganda material share,"Looking to expand our private channel, message if you share the cause and want in.",27,48
565,1161,bytezero,2026-07-29 19:19:30,fraud_carding,malicious,"Fresh dumps available, high balance","Need a reliable cashout method for a specific region, willing to split profit.",24,48
566,1171,shadowzero,2026-07-30 07:19:27,hacking_malware,malicious,"Looking for a coder, paid work","Selling RDP access across multiple regions, uptime guaranteed for the listed period.",8,51
567,1075,drift_,2026-07-30 15:10:52,weapons,malicious,"Trade offer, ammo for parts","Worried about customs on this route, anyone shipped through here recently? Only dealing with verified members.",16,41
568,1004,obscuraprime,2026-08-01 08:42:12,drugs,malicious,"Reliable vendor, EU/US shipping",Anyone have experience with this vendor's turnaround time? First order feels slow.,41,53
569,1087,driftv2,2026-08-06 12:40:36,weapons,malicious,"Parts available, discreet shipping","Bundle deal this week, message for the full list and current prices.",24,52
570,1180,bytev2224,2026-08-08 20:16:38,weapons,malicious,Accessory bundle for sale,"Have a small batch of parts available this month, discreet packaging as always.",36,29
571,1145,staticprime,2026-08-09 18:01:36,drugs,malicious,"Reliable vendor, EU/US shipping","Looking for a mid-size supplier for my region, must have prior positive feedback.",24,39
572,1159,null77,2026-08-10 20:00:55,hacking_malware,malicious,Zero-day rumor thread,"Hiring a coder for a private project, paid in crypto, message with portfolio.",10,58
573,1154,drift9x,2026-08-12 04:32:27,marketplace_general,malicious,New vendor introduction,"Market's been down for hours, anyone else seeing the same outage? Will update thread as stock changes.",6,60
574,1192,phantomdark,2026-08-12 05:18:27,weapons,malicious,"Looking for supplier, serious buyers only","Have a small batch of parts available this month, discreet packaging as always.",2,57
575,1086,obscurax,2026-08-12 09:31:34,extremism,malicious,Propaganda material share,"Looking to expand our private channel, message if you share the cause and want in.",32,52
576,1148,kryonight,2026-08-12 22:36:31,weapons,malicious,"Looking for supplier, serious buyers only","Bundle deal this week, message for the full list and current prices.",21,6
577,1007,wraithroot,2026-08-12 23:02:10,extremism,malicious,Manifesto discussion,"Coordinating a private meetup, details shared only with verified members.",33,52
578,1019,null88,2026-08-13 07:06:11,drugs,malicious,"New product line, samples ready","Looking for a mid-size supplier for my region, must have prior positive feedback.",19,59
579,1102,cipher88,2026-08-14 03:24:27,benign_general,benign,Site rules reminder,"Weekly thread to check in, how's everyone's week been on here? No middlemen, direct contact only.",35,26
580,1056,rivencore,2026-08-15 07:44:28,benign_general,benign,Market etiquette for new users,"Weekly thread to check in, how's everyone's week been on here? First come first served.",10,51
581,1140,hexx405,2026-08-15 10:00:03,benign_general,benign,Weekly check-in thread,"General tips thread on spotting scam listings, share your own red flags.",45,-1
582,1150,vortex_,2026-08-18 14:44:52,marketplace_general,malicious,"Escrow dispute, need mediator","Left feedback for my last order, decent turnaround, packaging was solid.",25,-3
583,1015,static,2026-08-19 14:19:32,extremism,malicious,Manifesto discussion,"Coordinating a private meetup, details shared only with verified members. Prices negotiable for bulk.",3,6
584,1202,driftdark,2026-08-20 19:42:39,extremism,malicious,Funding drive announcement,"Discussion thread on the recent manifesto circulating, thoughts welcome from members.",38,37
585,1145,shadowroot,2026-08-22 04:53:36,hacking_malware,malicious,Zero-day rumor thread,"Selling RDP access across multiple regions, uptime guaranteed for the listed period.",8,17
586,1078,kryoroot,2026-08-22 16:14:27,extremism,malicious,Meetup coordination - private channel,"Sharing material for the cause, redistribute within trusted circles only.",34,38
587,1045,drift9x,2026-08-25 13:34:39,extremism,malicious,Funding drive announcement,"Coordinating a private meetup, details shared only with verified members.",3,31
588,1227,drift13,2026-08-27 06:33:27,extremism,malicious,Recruitment thread - new members,"Looking to expand our private channel, message if you share the cause and want in.",41,29
589,1161,glitchcore,2026-08-29 16:43:27,drugs,malicious,"Escrow release delayed, advice?","Payment through escrow only, will not deal outside the platform's system.",11,17
590,1091,bytenight81,2026-08-30 12:33:17,extremism,malicious,Funding drive announcement,"Discussion thread on the recent manifesto circulating, thoughts welcome from members.",28,42
591,1217,nomadx,2026-08-30 22:57:16,hacking_malware,malicious,"Looking for a coder, paid work","Builder tool for sale, private support included, no source code shared publicly.",29,11
592,1078,cipherv2,2026-08-31 21:48:07,weapons,malicious,Accessory bundle for sale,"Looking for a new supplier after my last contact went dark, vouches required. Prices negotiable for bulk.",28,27
593,1012,shadowprime272,2026-09-02 20:33:46,weapons,malicious,"Looking for supplier, serious buyers only","Worried about customs on this route, anyone shipped through here recently?",29,31
594,1165,hexcore,2026-09-02 23:47:03,drugs,malicious,Looking for trusted supplier in region,Anyone have experience with this vendor's turnaround time? First order feels slow. Prices negotiable for bulk.,28,43
595,1227,shadowdark,2026-09-03 09:41:41,marketplace_general,malicious,Vendor bond question,"How much is the vendor bond on this market currently, and how long does it last? Will update thread as stock changes.",28,43
596,1184,wraithzero571,2026-09-06 23:51:21,marketplace_general,malicious,New vendor introduction,"How much is the vendor bond on this market currently, and how long does it last?",16,39
597,1214,shadowdark,2026-09-07 09:02:31,drugs,malicious,Stealth packaging question,"Payment through escrow only, will not deal outside the platform's system.",2,6
598,1081,obscura,2026-09-12 05:03:00,hacking_malware,malicious,"Looking for a coder, paid work","Selling RDP access across multiple regions, uptime guaranteed for the listed period.",8,59
599,1204,onyx13,2026-09-12 15:50:11,drugs,malicious,"Escrow release delayed, advice?","Discount for bulk repeat buyers, ask for the loyalty menu.",36,-1
600,1018,nomadv2,2026-09-12 17:39:48,hacking_malware,malicious,Selling access to compromised servers,"Hiring a coder for a private project, paid in crypto, message with portfolio.",1,9
